Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
3812,15/07/20,8:00 AM,Odisha,-,-,9864,74,14280
3813,15/07/20,8:00 AM,Puducherry,-,-,829,18,1531
3814,15/07/20,8:00 AM,Punjab,-,-,5663,213,8511
3815,15/07/20,8:00 AM,Rajasthan,-,-,19161,525,25571
3816,15/07/20,8:00 AM,Sikkim,-,-,87,0,209
3817,15/07/20,8:00 AM,Tamil Nadu,-,-,97310,2099,147324
3818,15/07/20,8:00 AM,Telangana,-,-,24840,375,37745
3819,15/07/20,8:00 AM,Tripura,-,-,1538,2,2170
3820,15/07/20,8:00 AM,Uttarakhand,-,-,2867,50,3686
3821,15/07/20,8:00 AM,Uttar Pradesh,-,-,24983,983,39724
3822,15/07/20,8:00 AM,West Bengal,-,-,19931,980,32838
3823,15/07/20,8:00 AM,Cases being reassigned to states,-,-,0,0,1524
3824,16/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,130,0,176
3825,16/07/20,8:00 AM,Andhra Pradesh,-,-,18378,452,35451
3826,16/07/20,8:00 AM,Arunachal Pradesh,-,-,153,3,462
3827,16/07/20,8:00 AM,Assam,-,-,12173,46,18666
3828,16/07/20,8:00 AM,Bihar,-,-,13462,180,20612
3829,16/07/20,8:00 AM,Chandigarh,-,-,459,11,625
3830,16/07/20,8:00 AM,Chhattisgarh,-,-,3324,20,4539
3831,16/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,357,2,539
3832,16/07/20,8:00 AM,Delhi,-,-,95699,3487,116993
3833,16/07/20,8:00 AM,Goa,-,-,1674,18,2951
3834,16/07/20,8:00 AM,Gujarat,-,-,31286,2079,44552
3835,16/07/20,8:00 AM,Haryana,-,-,17667,319,23306
3836,16/07/20,8:00 AM,Himachal Pradesh,-,-,979,11,1341
3837,16/07/20,8:00 AM,Jammu and Kashmir,-,-,6337,206,11666
3838,16/07/20,8:00 AM,Jharkhand,-,-,2485,38,4320
3839,16/07/20,8:00 AM,Karnataka,-,-,18466,928,47253
3840,16/07/20,8:00 AM,Kerala,-,-,4634,35,9553
3841,16/07/20,8:00 AM,Ladakh,-,-,964,1,1142
3842,16/07/20,8:00 AM,Madhya Pradesh,-,-,13908,682,19643
3843,16/07/20,8:00 AM,Maharashtra,-,-,152613,10928,275640
3844,16/07/20,8:00 AM,Manipur,-,-,989,0,1700
3845,16/07/20,8:00 AM,Meghalaya,-,-,66,2,346
3846,16/07/20,8:00 AM,Mizoram,-,-,159,0,238
3847,16/07/20,8:00 AM,Nagaland,-,-,348,0,902
3848,16/07/20,8:00 AM,Odisha,-,-,10476,77,14898
3849,16/07/20,8:00 AM,Puducherry,-,-,889,21,1596
3850,16/07/20,8:00 AM,Punjab,-,-,5867,221,8799
3851,16/07/20,8:00 AM,Rajasthan,-,-,19502,530,26437
3852,16/07/20,8:00 AM,Sikkim,-,-,87,0,220
3853,16/07/20,8:00 AM,Tamil Nadu,-,-,102310,2167,151820
3854,16/07/20,8:00 AM,Telangana,-,-,25999,386,39342
3855,16/07/20,8:00 AM,Tripura,-,-,1604,3,2268
3856,16/07/20,8:00 AM,Uttarakhand,-,-,2948,50,3785
3857,16/07/20,8:00 AM,Uttar Pradesh,-,-,25743,1012,41383
3858,16/07/20,8:00 AM,West Bengal,-,-,20680,1000,34427
3859,16/07/20,8:00 AM,Cases being reassigned to states,-,-,0,0,1285
3860,17/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,133,0,180
3861,17/07/20,8:00 AM,Andhra Pradesh,-,-,19393,492,38044
3862,17/07/20,8:00 AM,Arunachal Pradesh,-,-,153,3,543
3863,17/07/20,8:00 AM,Assam,-,-,12888,48,19754
3864,17/07/20,8:00 AM,Bihar,-,-,14018,197,21764
3865,17/07/20,8:00 AM,Chandigarh,-,-,476,11,651
3866,17/07/20,8:00 AM,Chhattisgarh,-,-,3451,21,4732
3867,17/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,371,2,552
3868,17/07/20,8:00 AM,Delhi,-,-,97693,3545,118645
3869,17/07/20,8:00 AM,Goa,-,-,1817,19,3108
3870,17/07/20,8:00 AM,Gujarat,-,-,32103,2089,45481
3871,17/07/20,8:00 AM,Haryana,-,-,18185,322,24002
3872,17/07/20,8:00 AM,Himachal Pradesh,-,-,984,11,1377
3873,17/07/20,8:00 AM,Jammu and Kashmir,-,-,6446,222,12156
3874,17/07/20,8:00 AM,Jharkhand,-,-,2513,42,4624
3875,17/07/20,8:00 AM,Karnataka,-,-,19729,1032,51422
3876,17/07/20,8:00 AM,Kerala,-,-,4862,37,10275
3877,17/07/20,8:00 AM,Ladakh,-,-,970,1,1147
3878,17/07/20,8:00 AM,Madhya Pradesh,-,-,14127,689,20378
3879,17/07/20,8:00 AM,Maharashtra,-,-,158140,11194,284281
3880,17/07/20,8:00 AM,Manipur,-,-,1129,0,1764
3881,17/07/20,8:00 AM,Meghalaya,-,-,66,2,377
3882,17/07/20,8:00 AM,Mizoram,-,-,160,0,272
3883,17/07/20,8:00 AM,Nagaland,-,-,391,0,916
3884,17/07/20,8:00 AM,Odisha,-,-,10877,79,15392
3885,17/07/20,8:00 AM,Puducherry,-,-,947,22,1743
3886,17/07/20,8:00 AM,Punjab,-,-,6277,230,9094
3887,17/07/20,8:00 AM,Rajasthan,-,-,19970,538,27174
3888,17/07/20,8:00 AM,Sikkim,-,-,88,0,243
3889,17/07/20,8:00 AM,Tamil Nadu,-,-,107416,2236,156369
3890,17/07/20,8:00 AM,Telangana,-,-,27295,396,41018
3891,17/07/20,8:00 AM,Tripura,-,-,1604,3,2283
3892,17/07/20,8:00 AM,Uttarakhand,-,-,2995,50,3982
3893,17/07/20,8:00 AM,Uttar Pradesh,-,-,26675,1046,43441
3894,17/07/20,8:00 AM,West Bengal,-,-,21415,1023,36117
3895,17/07/20,8:00 AM,Cases being reassigned to states,-,-,0,0,531
3896,18/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,142,0,194
3897,18/07/20,8:00 AM,Andhra Pradesh,-,-,20298,534,40646
3898,18/07/20,8:00 AM,Arunachal Pradesh,-,-,175,3,609
3899,18/07/20,8:00 AM,Assam,-,-,14105,51,20646
3900,18/07/20,8:00 AM,Bihar,-,-,14621,201,23589
3901,18/07/20,8:00 AM,Chandigarh,-,-,480,11,660
3902,18/07/20,8:00 AM,Chhattisgarh,-,-,3512,23,4964
3903,18/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,401,2,585
3904,18/07/20,8:00 AM,Delhi,-,-,99301,3571,120107
3905,18/07/20,8:00 AM,Goa,-,-,1946,21,3304
3906,18/07/20,8:00 AM,Gujarat,-,-,32973,2106,46430
3907,18/07/20,8:00 AM,Haryana,-,-,18718,327,24797
3908,18/07/20,8:00 AM,Himachal Pradesh,-,-,1024,11,1417
3909,18/07/20,8:00 AM,Jammu and Kashmir,-,-,6558,231,12757
3910,18/07/20,8:00 AM,Jharkhand,-,-,2570,46,4921
3911,18/07/20,8:00 AM,Karnataka,-,-,20757,1147,55115
3912,18/07/20,8:00 AM,Kerala,-,-,4995,38,11066
3913,18/07/20,8:00 AM,Ladakh,-,-,973,1,1151
3914,18/07/20,8:00 AM,Madhya Pradesh,-,-,14514,697,21081
3915,18/07/20,8:00 AM,Maharashtra,-,-,160357,11452,292589
3916,18/07/20,8:00 AM,Manipur,-,-,1163,0,1800
3917,18/07/20,8:00 AM,Meghalaya,-,-,66,2,403
3918,18/07/20,8:00 AM,Mizoram,-,-,160,0,282
3919,18/07/20,8:00 AM,Nagaland,-,-,405,0,956
3920,18/07/20,8:00 AM,Odisha,-,-,11330,83,16110
3921,18/07/20,8:00 AM,Puducherry,-,-,1014,25,1832
3922,18/07/20,8:00 AM,Punjab,-,-,6373,239,9442
3923,18/07/20,8:00 AM,Rajasthan,-,-,20626,546,27789
3924,18/07/20,8:00 AM,Sikkim,-,-,90,0,266
3925,18/07/20,8:00 AM,Tamil Nadu,-,-,110807,2315,160907
3926,18/07/20,8:00 AM,Telangana,-,-,28705,403,42496
3927,18/07/20,8:00 AM,Tripura,-,-,1684,3,2366
3928,18/07/20,8:00 AM,Uttarakhand,-,-,3021,51,4102
3929,18/07/20,8:00 AM,Uttar Pradesh,-,-,27634,1084,45163
3930,18/07/20,8:00 AM,West Bengal,-,-,22253,1049,38011
3931,18/07/20,8:00 AM,Cases being reassigned to states,-,-,0,0,163
3932,19/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,145,0,198
3933,19/07/20,8:00 AM,Andhra Pradesh,-,-,21763,586,44609
3934,19/07/20,8:00 AM,Arunachal Pradesh,-,-,274,3,650
3935,19/07/20,8:00 AM,Assam,-,-,15165,53,22918
3936,19/07/20,8:00 AM,Bihar,-,-,15536,208,25136
3937,19/07/20,8:00 AM,Chandigarh,-,-,485,12,700
3938,19/07/20,8:00 AM,Chhattisgarh,-,-,3658,24,5233
3939,19/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,414,2,602
3940,19/07/20,8:00 AM,Delhi,-,-,101274,3597,121582
3941,19/07/20,8:00 AM,Goa,-,-,2038,21,3484
3942,19/07/20,8:00 AM,Gujarat,-,-,34035,2122,47390
3943,19/07/20,8:00 AM,Haryana,-,-,19318,344,25547
3944,19/07/20,8:00 AM,Himachal Pradesh,-,-,1036,11,1457
3945,19/07/20,8:00 AM,Jammu and Kashmir,-,-,7165,236,13198
3946,19/07/20,8:00 AM,Jharkhand,-,-,2611,46,5342
3947,19/07/20,8:00 AM,Karnataka,-,-,21775,1240,59652
3948,19/07/20,8:00 AM,Kerala,-,-,5199,40,11659
3949,19/07/20,8:00 AM,Ladakh,-,-,985,1,1159
3950,19/07/20,8:00 AM,Madhya Pradesh,-,-,14864,706,21763
3951,19/07/20,8:00 AM,Maharashtra,-,-,165663,11596,300937
3952,19/07/20,8:00 AM,Manipur,-,-,1182,0,1891
3953,19/07/20,8:00 AM,Meghalaya,-,-,66,2,418
3954,19/07/20,8:00 AM,Mizoram,-,-,167,0,284
3955,19/07/20,8:00 AM,Nagaland,-,-,432,0,978
3956,19/07/20,8:00 AM,Odisha,-,-,11937,86,16701
3957,19/07/20,8:00 AM,Puducherry,-,-,1066,28,1894
3958,19/07/20,8:00 AM,Punjab,-,-,6454,246,9792
3959,19/07/20,8:00 AM,Rajasthan,-,-,21144,553,28500
3960,19/07/20,8:00 AM,Sikkim,-,-,90,0,275
3961,19/07/20,8:00 AM,Tamil Nadu,-,-,113856,2403,165714
3962,19/07/20,8:00 AM,Telangana,-,-,30607,409,43780
3963,19/07/20,8:00 AM,Tripura,-,-,1735,5,2654
3964,19/07/20,8:00 AM,Uttarakhand,-,-,3081,52,4276
3965,19/07/20,8:00 AM,Uttar Pradesh,-,-,28664,1108,47036
3966,19/07/20,8:00 AM,West Bengal,-,-,23539,1076,40209
3967,20/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,145,0,203
3968,20/07/20,8:00 AM,Andhra Pradesh,-,-,22890,642,49650
3969,20/07/20,8:00 AM,Arunachal Pradesh,-,-,282,3,740
3970,20/07/20,8:00 AM,Assam,-,-,16023,57,23999
3971,20/07/20,8:00 AM,Bihar,-,-,16308,217,26569
3972,20/07/20,8:00 AM,Chandigarh,-,-,488,12,717
3973,20/07/20,8:00 AM,Chhattisgarh,-,-,3775,24,5407
3974,20/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,414,2,605
3975,20/07/20,8:00 AM,Delhi,-,-,103134,3628,122793
3976,20/07/20,8:00 AM,Goa,-,-,2218,22,3657
3977,20/07/20,8:00 AM,Gujarat,-,-,34901,2142,48355
3978,20/07/20,8:00 AM,Haryana,-,-,19793,349,26164
3979,20/07/20,8:00 AM,Himachal Pradesh,-,-,1059,11,1483
3980,20/07/20,8:00 AM,Jammu and Kashmir,-,-,7811,244,13899
3981,20/07/20,8:00 AM,Jharkhand,-,-,2716,49,5535
3982,20/07/20,8:00 AM,Karnataka,-,-,23065,1331,63772
3983,20/07/20,8:00 AM,Kerala,-,-,5371,42,12480
3984,20/07/20,8:00 AM,Ladakh,-,-,1003,2,1178
3985,20/07/20,8:00 AM,Madhya Pradesh,-,-,15311,721,22600
3986,20/07/20,8:00 AM,Maharashtra,-,-,169569,11854,310455
3987,20/07/20,8:00 AM,Manipur,-,-,1213,0,1911
3988,20/07/20,8:00 AM,Meghalaya,-,-,66,2,450
3989,20/07/20,8:00 AM,Mizoram,-,-,167,0,284
3990,20/07/20,8:00 AM,Nagaland,-,-,445,0,988
3991,20/07/20,8:00 AM,Odisha,-,-,12453,91,17437
3992,20/07/20,8:00 AM,Puducherry,-,-,1154,28,1999
3993,20/07/20,8:00 AM,Punjab,-,-,6535,254,10100
3994,20/07/20,8:00 AM,Rajasthan,-,-,21730,559,29434
3995,20/07/20,8:00 AM,Sikkim,-,-,92,0,283
3996,20/07/20,8:00 AM,Tamil Nadu,-,-,117915,2481,170693
3997,20/07/20,8:00 AM,Telangana,-,-,32438,415,45076
3998,20/07/20,8:00 AM,Tripura,-,-,1759,5,2878
3999,20/07/20,8:00 AM,Uttarakhand,-,-,3116,52,4515
4000,20/07/20,8:00 AM,Uttar Pradesh,-,-,29845,1146,49247
4001,20/07/20,8:00 AM,West Bengal,-,-,24883,1112,42487
4002,21/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,152,0,207
4003,21/07/20,8:00 AM,Andhra Pradesh,-,-,24228,696,53724
4004,21/07/20,8:00 AM,Arunachal Pradesh,-,-,285,3,790
4005,21/07/20,8:00 AM,Assam,-,-,17095,58,25382
4006,21/07/20,8:00 AM,Bihar,-,-,17433,217,27646
4007,21/07/20,8:00 AM,Chandigarh,-,-,518,12,737
4008,21/07/20,8:00 AM,Chhattisgarh,-,-,3944,25,5561
4009,21/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,448,2,684
4010,21/07/20,8:00 AM,Delhi,-,-,104918,3663,123747
4011,21/07/20,8:00 AM,Goa,-,-,2361,23,3853
4012,21/07/20,8:00 AM,Gujarat,-,-,35678,2162,49353
4013,21/07/20,8:00 AM,Haryana,-,-,20226,355,26858
4014,21/07/20,8:00 AM,Himachal Pradesh,-,-,1067,11,1631
4015,21/07/20,8:00 AM,Jammu and Kashmir,-,-,8274,254,14650
4016,21/07/20,8:00 AM,Jharkhand,-,-,2810,53,5756
4017,21/07/20,8:00 AM,Karnataka,-,-,23795,1403,67420
4018,21/07/20,8:00 AM,Kerala,-,-,5616,43,13274
4019,21/07/20,8:00 AM,Ladakh,-,-,1007,2,1195
4020,21/07/20,8:00 AM,Madhya Pradesh,-,-,15684,738,23310
4021,21/07/20,8:00 AM,Maharashtra,-,-,175029,12030,318695
4022,21/07/20,8:00 AM,Manipur,-,-,1307,0,1925
4023,21/07/20,8:00 AM,Meghalaya,-,-,66,4,466
4024,21/07/20,8:00 AM,Mizoram,-,-,168,0,297
4025,21/07/20,8:00 AM,Nagaland,-,-,484,0,1021
4026,21/07/20,8:00 AM,Odisha,-,-,12910,97,18110
4027,21/07/20,8:00 AM,Puducherry,-,-,1265,29,2092
4028,21/07/20,8:00 AM,Punjab,-,-,7118,262,10510
4029,21/07/20,8:00 AM,Rajasthan,-,-,22195,568,30390
4030,21/07/20,8:00 AM,Sikkim,-,-,92,0,305
4031,21/07/20,8:00 AM,Tamil Nadu,-,-,121776,2551,175678
4032,21/07/20,8:00 AM,Telangana,-,-,34323,422,46274
4033,21/07/20,8:00 AM,Tripura,-,-,1845,7,3079
4034,21/07/20,8:00 AM,Uttarakhand,-,-,3212,55,4642
4035,21/07/20,8:00 AM,Uttar Pradesh,-,-,30831,1192,51160
4036,21/07/20,8:00 AM,West Bengal,-,-,26418,1147,44769
4037,22/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,159,0,212
4038,22/07/20,8:00 AM,Andhra Pradesh,-,-,25574,758,58668
4039,22/07/20,8:00 AM,Arunachal Pradesh,-,-,303,3,858
4040,22/07/20,8:00 AM,Assam,-,-,18033,58,25382
4041,22/07/20,8:00 AM,Bihar,-,-,18515,217,28952
4042,22/07/20,8:00 AM,Chandigarh,-,-,518,12,751
4043,22/07/20,8:00 AM,Chhattisgarh,-,-,4114,29,5729
4044,22/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,463,2,705
4045,22/07/20,8:00 AM,Delhi,-,-,106118,3690,125096
4046,22/07/20,8:00 AM,Goa,-,-,2449,26,4027
4047,22/07/20,8:00 AM,Gujarat,-,-,36423,2196,50379
4048,22/07/20,8:00 AM,Haryana,-,-,20952,364,27462
4049,22/07/20,8:00 AM,Himachal Pradesh,-,-,1077,11,1664
4050,22/07/20,8:00 AM,Jammu and Kashmir,-,-,8455,263,15258
4051,22/07/20,8:00 AM,Jharkhand,-,-,2904,55,6159
4052,22/07/20,8:00 AM,Karnataka,-,-,25459,1464,71069
4053,22/07/20,8:00 AM,Kerala,-,-,5890,44,13994
4054,22/07/20,8:00 AM,Ladakh,-,-,1010,2,1198
4055,22/07/20,8:00 AM,Madhya Pradesh,-,-,16257,756,24095
4056,22/07/20,8:00 AM,Maharashtra,-,-,182217,12276,327031
4057,22/07/20,8:00 AM,Manipur,-,-,1400,0,2015
4058,22/07/20,8:00 AM,Meghalaya,-,-,70,4,490
4059,22/07/20,8:00 AM,Mizoram,-,-,168,0,317
4060,22/07/20,8:00 AM,Nagaland,-,-,485,0,1030
4061,22/07/20,8:00 AM,Odisha,-,-,13310,103,18757
4062,22/07/20,8:00 AM,Puducherry,-,-,1318,30,2179
4063,22/07/20,8:00 AM,Punjab,-,-,7389,263,10889
4064,22/07/20,8:00 AM,Rajasthan,-,-,22744,577,31373
4065,22/07/20,8:00 AM,Sikkim,-,-,108,0,330
4066,22/07/20,8:00 AM,Tamil Nadu,-,-,126670,2626,180643
4067,22/07/20,8:00 AM,Telangana,-,-,37385,429,47705
4068,22/07/20,8:00 AM,Tripura,-,-,1926,8,3331
4069,22/07/20,8:00 AM,Uttarakhand,-,-,3297,55,4849
4070,22/07/20,8:00 AM,Uttar Pradesh,-,-,31855,1229,53288
4071,22/07/20,8:00 AM,West Bengal,-,-,28035,1182,47030
4072,23/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,163,0,221
4073,23/07/20,8:00 AM,Andhra Pradesh,-,-,32127,823,64713
4074,23/07/20,8:00 AM,Arunachal Pradesh,-,-,314,3,949
4075,23/07/20,8:00 AM,Assam,-,-,18033,64,26772
4076,23/07/20,8:00 AM,Bihar,-,-,19646,217,30369
4077,23/07/20,8:00 AM,Chandigarh,-,-,526,13,793
4078,23/07/20,8:00 AM,Chhattisgarh,-,-,4230,29,5968
4079,23/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,474,2,733
4080,23/07/20,8:00 AM,Delhi,-,-,107650,3719,126323
4081,23/07/20,8:00 AM,Goa,-,-,2541,28,4176
4082,23/07/20,8:00 AM,Gujarat,-,-,37260,2224,51399
4083,23/07/20,8:00 AM,Haryana,-,-,21697,372,28186
4084,23/07/20,8:00 AM,Himachal Pradesh,-,-,1105,11,1725
4085,23/07/20,8:00 AM,Jammu and Kashmir,-,-,8607,273,15711
4086,23/07/20,8:00 AM,Jharkhand,-,-,3024,64,6485
4087,23/07/20,8:00 AM,Karnataka,-,-,27239,1519,75833
4088,23/07/20,8:00 AM,Kerala,-,-,6162,45,15032
4089,23/07/20,8:00 AM,Ladakh,-,-,1018,2,1206
4090,23/07/20,8:00 AM,Madhya Pradesh,-,-,16836,770,24842
4091,23/07/20,8:00 AM,Maharashtra,-,-,187769,12556,337607
4092,23/07/20,8:00 AM,Manipur,-,-,1428,0,2060
4093,23/07/20,8:00 AM,Meghalaya,-,-,77,4,514
4094,23/07/20,8:00 AM,Mizoram,-,-,179,0,317
4095,23/07/20,8:00 AM,Nagaland,-,-,486,0,1084
4096,23/07/20,8:00 AM,Odisha,-,-,13750,108,19835
4097,23/07/20,8:00 AM,Puducherry,-,-,1369,31,2300
4098,23/07/20,8:00 AM,Punjab,-,-,7641,269,11301
4099,23/07/20,8:00 AM,Rajasthan,-,-,23364,583,32334
4100,23/07/20,8:00 AM,Sikkim,-,-,112,0,438
4101,23/07/20,8:00 AM,Tamil Nadu,-,-,131583,3144,186492
4102,23/07/20,8:00 AM,Telangana,-,-,37666,438,49259
4103,23/07/20,8:00 AM,Tripura,-,-,2032,9,3449
4104,23/07/20,8:00 AM,Uttarakhand,-,-,3349,57,5300
4105,23/07/20,8:00 AM,Uttar Pradesh,-,-,33500,1263,55588
4106,23/07/20,8:00 AM,West Bengal,-,-,29650,1221,49321
4107,24/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,170,0,240
4108,24/07/20,8:00 AM,Andhra Pradesh,-,-,37555,884,72711
4109,24/07/20,8:00 AM,Arunachal Pradesh,-,-,334,3,991
4110,24/07/20,8:00 AM,Assam,-,-,20699,70,28791
4111,24/07/20,8:00 AM,Bihar,-,-,20769,217,31980
4112,24/07/20,8:00 AM,Chandigarh,-,-,531,13,800
4113,24/07/20,8:00 AM,Chhattisgarh,-,-,4377,30,6254
4114,24/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,489,2,770
4115,24/07/20,8:00 AM,Delhi,-,-,109065,3745,127364
4116,24/07/20,8:00 AM,Goa,-,-,2655,29,4350
4117,24/07/20,8:00 AM,Gujarat,-,-,37978,2252,52477
4118,24/07/20,8:00 AM,Haryana,-,-,22249,378,28975
4119,24/07/20,8:00 AM,Himachal Pradesh,-,-,1136,11,1834
4120,24/07/20,8:00 AM,Jammu and Kashmir,-,-,8709,282,16429
4121,24/07/20,8:00 AM,Jharkhand,-,-,3174,67,6975
4122,24/07/20,8:00 AM,Karnataka,-,-,29310,1616,80863
4123,24/07/20,8:00 AM,Kerala,-,-,6594,50,16110
4124,24/07/20,8:00 AM,Ladakh,-,-,1025,2,1210
4125,24/07/20,8:00 AM,Madhya Pradesh,-,-,17359,780,25474
4126,24/07/20,8:00 AM,Maharashtra,-,-,194253,12854,347502
4127,24/07/20,8:00 AM,Manipur,-,-,1466,0,2115
4128,24/07/20,8:00 AM,Meghalaya,-,-,78,4,534
4129,24/07/20,8:00 AM,Mizoram,-,-,183,0,332
4130,24/07/20,8:00 AM,Nagaland,-,-,530,0,1174
4131,24/07/20,8:00 AM,Odisha,-,-,14393,114,21099
4132,24/07/20,8:00 AM,Puducherry,-,-,1400,34,2420
4133,24/07/20,8:00 AM,Punjab,-,-,7741,277,11739
4134,24/07/20,8:00 AM,Rajasthan,-,-,23815,594,33220
4135,24/07/20,8:00 AM,Sikkim,-,-,122,0,460
4136,24/07/20,8:00 AM,Tamil Nadu,-,-,136793,3232,192964
4137,24/07/20,8:00 AM,Telangana,-,-,39327,447,50826
4138,24/07/20,8:00 AM,Tripura,-,-,2072,10,3656
4139,24/07/20,8:00 AM,Uttarakhand,-,-,3399,60,5445
4140,24/07/20,8:00 AM,Uttar Pradesh,-,-,35803,1289,58104
4141,24/07/20,8:00 AM,West Bengal,-,-,31656,1255,51757
4142,25/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,174,0,259
4143,25/07/20,8:00 AM,Andhra Pradesh,-,-,39935,933,80858
4144,25/07/20,8:00 AM,Arunachal Pradesh,-,-,392,3,1056
4145,25/07/20,8:00 AM,Assam,-,-,21761,76,29921
4146,25/07/20,8:00 AM,Bihar,-,-,22343,220,33926
4147,25/07/20,8:00 AM,Chandigarh,-,-,535,13,823
4148,25/07/20,8:00 AM,Chhattisgarh,-,-,4567,36,6731
4149,25/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,512,2,815
4150,25/07/20,8:00 AM,Delhi,-,-,110931,3777,128389
4151,25/07/20,8:00 AM,Goa,-,-,2865,29,4540
4152,25/07/20,8:00 AM,Gujarat,-,-,38849,2278,53545
4153,25/07/20,8:00 AM,Haryana,-,-,22953,382,29755
4154,25/07/20,8:00 AM,Himachal Pradesh,-,-,1145,11,1954
4155,25/07/20,8:00 AM,Jammu and Kashmir,-,-,9217,296,16782
4156,25/07/20,8:00 AM,Jharkhand,-,-,3307,70,7493
4157,25/07/20,8:00 AM,Karnataka,-,-,31347,1724,85870
4158,25/07/20,8:00 AM,Kerala,-,-,7562,54,16995
4159,25/07/20,8:00 AM,Ladakh,-,-,1035,2,1246
4160,25/07/20,8:00 AM,Madhya Pradesh,-,-,17866,791,26210
4161,25/07/20,8:00 AM,Maharashtra,-,-,199967,13132,357117
4162,25/07/20,8:00 AM,Manipur,-,-,1491,0,2146
4163,25/07/20,8:00 AM,Meghalaya,-,-,87,5,588
4164,25/07/20,8:00 AM,Mizoram,-,-,183,0,361
4165,25/07/20,8:00 AM,Nagaland,-,-,537,1,1239
4166,25/07/20,8:00 AM,Odisha,-,-,15201,120,22693
4167,25/07/20,8:00 AM,Puducherry,-,-,1483,35,2515
4168,25/07/20,8:00 AM,Punjab,-,-,8096,282,12216
4169,25/07/20,8:00 AM,Rajasthan,-,-,24547,602,34178
4170,25/07/20,8:00 AM,Sikkim,-,-,142,0,477
4171,25/07/20,8:00 AM,Tamil Nadu,-,-,143297,3320,199749
4172,25/07/20,8:00 AM,Telangana,-,-,40334,455,52466
4173,25/07/20,8:00 AM,Tripura,-,-,2131,11,3759
4174,25/07/20,8:00 AM,Uttarakhand,-,-,3399,60,5445
4175,25/07/20,8:00 AM,Uttar Pradesh,-,-,37712,1348,60771
4176,25/07/20,8:00 AM,West Bengal,-,-,33529,1290,53973
4177,26/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,176,0,290
4178,26/07/20,8:00 AM,Andhra Pradesh,-,-,43255,985,88671
4179,26/07/20,8:00 AM,Arunachal Pradesh,-,-,428,3,1126
4180,26/07/20,8:00 AM,Assam,-,-,23055,77,31086
4181,26/07/20,8:00 AM,Bihar,-,-,24053,234,36604
4182,26/07/20,8:00 AM,Chandigarh,-,-,555,13,852
4183,26/07/20,8:00 AM,Chhattisgarh,-,-,4683,39,7087
4184,26/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,530,2,860
4185,26/07/20,8:00 AM,Delhi,-,-,113068,3806,129531
4186,26/07/20,8:00 AM,Goa,-,-,3047,33,4686
4187,26/07/20,8:00 AM,Gujarat,-,-,39631,2300,54626
4188,26/07/20,8:00 AM,Haryana,-,-,23654,389,30538
4189,26/07/20,8:00 AM,Himachal Pradesh,-,-,1173,11,2049
4190,26/07/20,8:00 AM,Jammu and Kashmir,-,-,9517,305,17305
4191,26/07/20,8:00 AM,Jharkhand,-,-,3425,82,7836
4192,26/07/20,8:00 AM,Karnataka,-,-,33750,1796,90942
4193,26/07/20,8:00 AM,Kerala,-,-,8611,59,18098
4194,26/07/20,8:00 AM,Ladakh,-,-,1057,3,1276
4195,26/07/20,8:00 AM,Madhya Pradesh,-,-,18488,799,26926
4196,26/07/20,8:00 AM,Maharashtra,-,-,207194,13389,366368
4197,26/07/20,8:00 AM,Manipur,-,-,1524,0,2176
4198,26/07/20,8:00 AM,Meghalaya,-,-,94,5,646
4199,26/07/20,8:00 AM,Mizoram,-,-,183,0,361
4200,26/07/20,8:00 AM,Nagaland,-,-,541,4,1289
4201,26/07/20,8:00 AM,Odisha,-,-,15929,130,24013
4202,26/07/20,8:00 AM,Puducherry,-,-,1561,38,2654
4203,26/07/20,8:00 AM,Punjab,-,-,8297,291,12684
4204,26/07/20,8:00 AM,Rajasthan,-,-,25306,613,35298
4205,26/07/20,8:00 AM,Sikkim,-,-,142,0,499
4206,26/07/20,8:00 AM,Tamil Nadu,-,-,151055,3409,206737
4207,26/07/20,8:00 AM,Telangana***,-,-,40334,455,52466
